gvkey,fyear,at,ebit,ebitda,ni,ppent,sale,naics
004674,2017.0,124294.0,2878.0,2878.0,1263.0,2064.0,6093.0,522110
004674,2017.0,124294.0,,,,2064.0,,522110
004685,2017.0,13797.953,255.942,294.413,105.63,179.339,629.564,522110
004685,2017.0,13797.953,,,,179.339,,522110
004690,2017.0,34527.512,636.274,749.92,323.752,1138.431,1610.019,522110
004690,2017.0,34527.512,,,,1138.431,,522110
004695,2017.0,0.191,-0.071,-0.071,-0.071,0.0,0.0,999990
004699,2017.0,118593.487,,,,646.451,,522110
004699,2017.0,118593.487,3321.249,3518.374,1408.306,646.451,6018.938,522110
004707,2017.0,248.041,11.584,,1.575,,83.019,5311
004723,2017.0,462040.0,,,,2432.0,,522110
004723,2017.0,462040.0,12043.0,12511.0,6218.0,2432.0,23996.0,522110
004737,2017.0,41423.388,676.451,719.882,165.515,532.251,1494.478,522110
004737,2017.0,41423.388,,,,532.251,,522110
004759,2017.0,60.509,6.258,8.925,3.02,43.243,106.822,722511
004763,2017.0,983.932,116.298,162.509,111.277,401.855,968.954,336413
004771,2017.0,270.045,36.089,44.025,23.786,70.661,468.764,337121
004798,2017.0,50244.0,4646.0,5579.0,1880.0,39180.0,11972.0,2211
004799,2017.0,18069.0,1119.0,1679.0,712.0,12783.0,4646.0,2211
004809,2017.0,2659.724,267.627,412.502,150.12,732.026,3920.733,311812
004818,2017.0,9327.692,440.303,665.572,191.377,1093.681,19520.97,237990
004826,2017.0,98.763,19.096,22.63,19.621,16.463,78.037,621512
004839,2017.0,257808.0,8044.0,17166.0,7602.0,63562.0,156776.0,33611
004840,2017.0,160443.0,5441.0,9576.0,3007.0,26838.0,11583.0,522220
004842,2017.0,8063.287,208.606,,206.03,,990.74,531120
004842,2017.0,8063.287,,,,,,531120
004860,2017.0,396.556,15.842,35.683,4.113,96.096,536.377,423510
004881,2017.0,1185.353,111.896,150.402,78.18,215.694,1124.909,335312
004885,2017.0,17534.0,2250.5,2335.9,1696.7,517.2,6392.2,523920
004885,2017.0,17534.0,,,,517.2,,523920
004900,2017.0,83.584,-12.395,-9.929,-23.777,14.127,39.407,334515
004903,2017.0,74.363,4.07,5.426,2.759,14.166,121.157,331221
004925,2017.0,32890.207,1230.5,2432.402,1324.802,5061.629,22913.042,325992
004926,2017.0,4360.646,203.027,290.342,58.242,670.194,2309.043,325520
004941,2017.0,7422.4,331.9,639.2,502.0,6212.6,1376.9,532411
004973,2017.0,12897.4,614.8,994.4,463.1,412.2,6159.6,524210
004988,2017.0,4962.115,554.797,631.435,273.744,335.34,1903.026,515120
004990,2017.0,7989.0,1415.0,1971.0,848.0,2805.0,15855.0,448140
005018,2017.0,2258.7,126.1,194.8,-9.2,359.0,1877.2,336415
005024,2017.0,,,,,,,525990
005046,2017.0,35046.0,4177.0,4618.0,2912.0,3517.0,30973.0,336411
005047,2017.0,377945.0,10653.0,18012.0,-5774.0,53874.0,120468.0,999977
005050,2017.0,141.815,1.524,5.477,-2.372,0.914,134.978,561311
005071,2017.0,30624.0,2734.2,3353.0,2131.0,4047.2,15740.4,311230
005072,2017.0,167148.0,,,,9197.0,,522220
005072,2017.0,167148.0,3280.0,4624.0,929.0,9197.0,9859.0,522220
005073,2017.0,212482.0,13156.0,25123.0,-3864.0,79135.0,145588.0,33611
005087,2017.0,2040.4,47.3,70.1,89.3,186.6,1425.8,333415
005109,2017.0,1315.353,92.279,170.605,-111.839,382.629,2907.016,448210
005116,2017.0,2352.054,527.759,627.33,406.792,492.48,1794.873,336390
005125,2017.0,12412.381,1068.739,1236.43,616.757,936.702,16308.801,423120
005135,2017.0,36779.0,2644.0,3539.0,1428.0,28314.0,8310.0,2211
005149,2017.0,1072.754,,,,0.0,,531120
005149,2017.0,1072.754,53.591,,47.186,,120.486,531120
005165,2017.0,8.431,-3.134,-2.018,-3.101,0.833,9.8,334419
005179,2017.0,1730.795,68.104,144.152,7.914,865.743,1596.423,322121
005180,2017.0,76277.855,9616.413,12216.687,2072.643,14692.495,41320.271,325412
005205,2017.0,150.701,-24.585,-24.579,89.511,12.633,0.0,212221
005218,2017.0,93.632,10.261,17.479,8.298,40.399,113.954,237130
005234,2017.0,17064.0,1396.0,2136.0,346.0,7451.0,15377.0,326211
005237,2017.0,395.015,41.956,57.009,26.555,117.071,379.389,333914
005242,2017.0,699.463,10.638,17.874,0.312,0.0,48.146,531120
005250,2017.0,2907.0,307.2,418.7,11.2,799.1,1716.5,325998
005252,2017.0,1379.205,372.547,416.847,252.412,204.298,1474.744,333914
005254,2017.0,143.333,1.964,4.13,-9.844,17.052,77.58,333415
005256,2017.0,5804.254,1160.31,1419.31,585.73,1391.967,10424.858,42
005284,2017.0,3260.857,217.026,294.071,261.952,350.658,882.728,515120
005288,2017.0,2261.357,165.26,214.15,71.608,424.924,6631.227,423610
005299,2017.0,297.377,-1.801,-1.801,-0.415,0.0,5.084,525990
005338,2017.0,3232.3,335.0,459.3,118.6,1188.4,3638.2,322219
005342,2017.0,4772.5,,,,214.9,,522320
005342,2017.0,4772.5,116.9,192.0,-29.8,214.9,1602.1,522320
005379,2017.0,471.955,-71.212,-19.066,-397.408,364.128,101.822,483111
005385,2017.0,4797.0,322.0,459.0,139.0,3826.0,1516.0,2211
005395,2017.0,38.377,,,,,,531120
005395,2017.0,38.377,,,,0.0,,531120
005408,2017.0,22.157,-1.077,-1.077,-0.314,0.0,0.317,531120
005439,2017.0,25085.0,2009.0,3565.0,-463.0,8521.0,20620.0,213112
005457,2017.0,,,,,,,525990
005492,2017.0,10090.0,1131.0,1404.0,553.0,904.0,5900.0,334511
005496,2017.0,1578.685,152.029,278.968,7.822,479.747,1607.062,331110
005518,2017.0,5289.983,810.359,982.195,396.607,259.71,5209.782,339930
005520,2017.0,187.922,19.013,29.287,8.036,38.403,252.012,335312
005523,2017.0,461.329,41.976,72.492,21.075,229.215,820.027,442110
005525,2017.0,5630.613,257.521,450.305,121.946,4240.959,2257.566,2211
005526,2017.0,12534.16,338.291,560.289,167.187,4460.248,2555.625,22111
005530,2017.0,390.991,27.357,49.747,-9.177,123.826,504.169,424690
005539,2017.0,676.003,126.889,135.775,88.226,13.509,1866.131,561720
005543,2017.0,27944.445,918.414,,522.774,,4233.516,531110
005543,2017.0,27944.445,,,,0.0,,531110
005559,2017.0,463.298,41.641,58.541,11.617,54.406,957.958,237310
005560,2017.0,2364.957,82.44,203.01,-23.519,2020.021,577.775,212221
005567,2017.0,2512.431,307.758,371.836,185.985,129.883,1524.813,336412
005568,2017.0,120232.0,7279.0,8315.0,10999.0,7120.0,26232.0,31142
005572,2017.0,1621.32,189.962,223.692,44.446,123.503,1489.747,335210
005581,2017.0,6439.988,-189.968,395.575,-128.212,5001.051,1804.741,213111
005583,2017.0,49.07,-3.11,0.095,-3.796,44.788,6.715,211130
005597,2017.0,5553.726,1553.023,1781.118,782.981,2106.697,7515.426,3113
005600,2017.0,20058.0,265.0,2991.0,327.0,12176.0,8803.0,532111
005606,2017.0,32913.0,4011.0,4365.0,2526.0,1878.0,52056.0,33411
005608,2017.0,2780.9,360.6,465.1,284.0,1866.3,1973.3,325211
005621,2017.0,25.962,2.683,3.401,1.408,3.385,23.817,333413
005639,2017.0,4528.7,340.0,550.8,133.6,355.4,2743.7,339113
005643,2017.0,14308.0,1374.0,1721.0,1259.0,353.0,9112.0,721110
005650,2017.0,95165.754,6729.096,10148.38,3417.966,20007.787,88216.705,999977
005667,2017.0,10692.154,970.409,1376.346,805.395,4713.274,14251.299,324110
005671,2017.0,3950.228,452.37,669.395,63.104,2629.013,2561.848,713210
005680,2017.0,44529.0,14851.0,16662.0,8630.0,22075.0,100904.0,444110
005681,2017.0,607.947,-7.257,-2.257,10.931,0.0,114.508,237210
005690,2017.0,1391.55,139.484,202.029,89.795,390.321,2175.882,337214
005691,2017.0,182195.519,8354.962,22047.203,9974.925,67331.131,144643.56,336111
005697,2017.0,40.2,-9.826,-6.216,-15.972,1.752,56.158,621999
005709,2017.0,6975.908,1241.059,1372.036,846.735,1203.251,9167.519,311611
005742,2017.0,22736.0,1072.0,2108.0,1792.0,13057.0,9614.0,22111
005750,2017.0,1900.898,194.997,199.246,-332.193,52.919,2451.665,236117
005763,2017.0,996.713,49.679,,52.933,,125.973,531120
005763,2017.0,996.713,,,,,,531120
005764,2017.0,3720.6,534.1,632.1,243.1,458.3,3668.8,335931
005770,2017.0,12234.0,-436.0,273.0,-581.0,5155.0,14349.0,452210
005783,2017.0,4465.349,652.859,1036.377,686.263,2983.331,7189.568,484121
005786,2017.0,104185.0,1788.0,2201.0,1186.0,864.0,4740.0,522110
005786,2017.0,104185.0,,,,864.0,,522110
005788,2017.0,281.645,20.903,24.519,15.115,12.181,243.667,334513
005792,2017.0,245.9,0.1,5.0,-7.1,29.5,753.2,423310
005808,2017.0,60501.718,4281.377,6427.259,2273.708,51122.474,10759.767,22111
005831,2017.0,52.447,1.06,3.575,0.081,17.777,96.455,334412
005849,2017.0,1606.665,802.362,802.362,82.195,112.858,830.072,721110
005849,2017.0,1606.665,,,,112.858,,721110
005860,2017.0,3700.2,315.5,412.7,113.5,521.7,2585.3,333914
005862,2017.0,2858.481,211.098,338.664,148.842,2485.444,819.596,531190
005862,2017.0,2858.481,,,,2485.444,,531190
005870,2017.0,6045.405,304.351,466.442,212.419,4268.387,1349.486,22111
005878,2017.0,16780.0,3399.0,3861.0,1687.0,1778.0,14314.0,33399
005888,2017.0,189.986,-11.684,-7.043,-15.191,68.355,67.251,325412
005902,2017.0,162.573,-79.149,-78.226,-153.206,5.245,3.091,325413
005903,2017.0,41601.0,361.0,2533.0,490.0,34473.0,27452.0,324110
005914,2017.0,9772.0,353.3,564.2,186.7,6050.4,2121.2,22111
005918,2017.0,6239.3,388.1,664.3,216.0,4276.7,2657.3,221210
005932,2017.0,19.353,4.401,4.731,2.566,2.066,23.473,334417
005959,2017.0,18173.3,1730.9,2080.2,1302.6,1551.3,14197.6,333415
005968,2017.0,1711.9,110.1,157.2,17.1,422.9,3364.7,423510
005971,2017.0,,,,,,,423610
005978,2017.0,1107.099,64.759,110.159,-69.054,109.04,1355.119,237110
005987,2017.0,1873.541,78.644,126.522,14.912,232.135,1524.997,332216
006003,2017.0,1310.531,146.386,221.573,-12.136,86.845,842.764,334413
006008,2017.0,123249.0,18488.0,26617.0,9601.0,41109.0,62761.0,334413
006013,2017.0,21.779,-1.403,-1.073,0.473,1.262,9.302,511210
006021,2017.0,6.543,-0.494,-0.129,-0.683,0.713,9.859,334419
006024,2017.0,,,,,,,525990
006033,2017.0,0.148,-0.028,-0.028,-0.028,0.0,0.0,999990
006034,2017.0,800.6,117.143,147.343,53.246,212.645,996.443,314110
006066,2017.0,125356.0,10913.0,15454.0,5753.0,11116.0,79139.0,519130
006078,2017.0,4598.926,646.112,762.277,295.665,880.58,3398.719,325199
006081,2017.0,6135.0,435.0,661.0,30.0,1326.0,8570.0,336120
006100,2017.0,1854.42,301.495,358.548,174.293,10.673,532.938,533110
006104,2017.0,33903.0,2297.0,3630.0,2144.0,13713.0,21743.0,322130
006116,2017.0,2208.192,105.728,215.461,110.823,1479.743,671.433,711212
006135,2017.0,162093.0,6316.0,9527.0,2859.0,90711.0,44378.0,221210
006136,2017.0,12695.2,973.6,1130.7,579.0,650.4,7882.4,541810
006158,2017.0,1066.033,-27.565,-12.934,-76.541,80.016,966.497,339113
006178,2017.0,4740.561,242.185,450.389,108.793,3980.991,1349.588,22111
006194,2017.0,108.797,21.369,29.49,-24.31,52.129,62.69,211120
006196,2017.0,4252.2,321.1,385.4,109.0,154.3,7927.4,423690
006216,2017.0,7380.859,539.675,662.188,293.727,349.911,10040.314,54151
006223,2017.0,3965.904,389.95,478.459,227.196,127.156,7686.999,238210
006233,2017.0,317.126,-33.297,-27.919,-38.232,141.012,218.93,523110
006239,2017.0,39705.691,1312.292,1375.892,357.498,297.75,4005.477,523110
006239,2017.0,39705.691,,,,297.75,,523110
006253,2017.0,7412.0,310.0,564.0,116.0,4699.0,1827.0,22111
006266,2017.0,157303.0,19847.0,25489.0,1300.0,17005.0,76450.0,325412
006268,2017.0,51884.0,3231.0,4419.0,1611.0,6121.0,30172.0,333415
006304,2017.0,5532.173,1290.228,1342.328,926.076,283.975,3480.014,333314
006307,2017.0,7262.0,-2006.0,-1674.0,-383.0,1729.0,16702.0,452111
006310,2017.0,79055.0,3556.0,5817.0,183.0,40155.0,13705.0,486210
006311,2017.0,246.765,0.553,36.621,41.998,219.975,89.137,211120
006326,2017.0,1455.452,119.656,161.956,49.826,185.452,1805.909,3364
006333,2017.0,4530.67,29.369,34.323,51.541,10.493,450.702,524113
006333,2017.0,4530.67,,,,10.493,,524113
006334,2017.0,12457.9,635.4,1006.5,-106.2,9124.7,2708.2,2211
006335,2017.0,9198.7,921.6,1242.5,962.0,6195.7,2582.9,482111
006338,2017.0,11624.368,663.719,1035.466,323.92,9730.034,2571.003,22111
006375,2017.0,16350.0,2214.0,2695.0,1269.0,3716.0,12923.0,311230
006379,2017.0,2378.2,85.7,108.4,71.6,86.1,5374.4,561320
006385,2017.0,,,,,,,511210
006386,2017.0,2415.496,189.173,296.829,49.138,744.388,2058.368,333517
006397,2017.0,2305.893,95.279,183.283,35.246,1792.37,642.789,22111
006410,2017.0,84.358,9.086,11.847,5.188,14.661,158.05,339113
006416,2017.0,232.84,9.544,16.776,5.617,30.496,467.797,334418
006433,2017.0,313.747,54.831,70.318,37.506,80.069,669.934,337211
006435,2017.0,15151.0,3326.0,4050.0,2278.0,7436.0,18259.0,322121
006461,2017.0,5127.427,206.565,409.446,313.187,2959.265,2214.418,483211
006494,2017.0,31756.478,2866.525,4127.448,1849.435,6972.957,23550.913,333120
006497,2017.0,23.424,-0.704,-0.2,-0.964,1.408,24.054,334310
006502,2017.0,37197.0,2881.0,5317.0,1907.0,21071.0,122662.0,445110
006506,2017.0,25325.495,1773.733,2175.685,1210.8,2965.986,15542.95,333111
006509,2017.0,1171.107,150.604,166.861,126.099,67.762,809.041,333242
006512,2017.0,29727.656,907.881,1750.593,770.141,2833.559,14849.708,334413
006527,2017.0,256.68,7.254,15.516,3.0,47.354,331.392,335122
006528,2017.0,1189.182,-29.524,39.572,-29.217,1014.038,427.504,325180
006532,2017.0,438.613,31.689,37.879,22.555,28.509,390.771,334515
006543,2017.0,892.967,134.606,163.065,80.866,180.882,1583.947,337121
006547,2017.0,6546.7,325.7,479.2,161.6,3665.2,1740.7,221210
006565,2017.0,12122.765,1934.752,2241.657,1697.763,685.595,8013.62,333242
006573,2017.0,716.405,192.139,216.022,115.314,180.671,1201.842,311941
006574,2017.0,3618.337,170.56,267.471,148.492,492.437,2226.837,311821
006617,2017.0,190.667,5.225,11.995,29.688,27.333,305.907,423710
006639,2017.0,620.85,91.311,132.593,27.481,114.196,566.943,511110
006649,2017.0,3550.8,443.6,559.6,292.6,663.9,3943.8,337910
006653,2017.0,8152.534,,,,148.406,,523920
006653,2017.0,8152.534,595.721,668.707,285.075,148.406,3140.322,523920
006669,2017.0,18745.034,1367.095,1494.775,810.48,215.068,12646.365,236117
006672,2017.0,1661.455,141.931,181.032,96.593,336.748,2212.216,442110
006682,2017.0,47169.108,1989.799,2194.178,171.726,750.403,12229.618,523110
006682,2017.0,47169.108,,,,750.403,,523110
006683,2017.0,0.0,-0.01,-0.01,-0.008,0.0,0.0,211120
006730,2017.0,44981.0,4973.9,6420.4,-204.1,8826.5,22871.3,325412
006733,2017.0,8149.0,1728.0,2299.0,983.0,2893.0,12632.0,448190
006737,2017.0,2406.547,362.381,430.496,247.503,477.031,2624.431,333992
006742,2017.0,281763.0,2166.0,,2079.0,,14092.0,524113
006742,2017.0,281763.0,,,,,,524113
006771,2017.0,35106.0,1995.0,3567.0,1502.0,10669.0,46702.0,445110
006774,2017.0,46521.0,5668.0,6863.0,2002.0,5775.0,51048.0,336414
006781,2017.0,79586.0,,,,15427.0,,524126
006781,2017.0,79586.0,1959.0,2833.0,1164.0,15427.0,13500.0,524126
006788,2017.0,11728.841,292.959,1187.676,333.146,9581.403,2609.111,2111
006791,2017.0,395.859,11.121,13.978,-8.604,2.888,347.518,524126
006791,2017.0,395.859,,,,2.888,,524126
006821,2017.0,2448.5,538.2,661.5,389.8,981.8,2733.9,321219
006823,2017.0,18448.864,846.841,1363.667,316.347,12786.242,4300.55,2211
006829,2017.0,35291.0,6556.0,8003.0,3447.0,19721.0,68619.0,444110
006831,2017.0,226.457,-18.736,1.702,-23.262,172.814,376.031,722514
006845,2017.0,560.871,69.834,95.734,49.317,170.332,698.437,336390
006848,2017.0,27.555,0.276,0.918,0.117,2.179,22.402,334419
006865,2017.0,2780.292,167.309,171.809,141.835,26.439,2577.614,236117
006867,2017.0,6334.666,428.712,636.198,281.203,4079.188,4443.351,221210
006900,2017.0,1189.692,79.668,115.191,25.084,99.93,787.955,334519
006930,2017.0,597.4,39.5,81.2,30.3,495.9,272.4,212299
006932,2017.0,1855.182,128.736,181.813,97.606,1341.357,563.099,22111
006946,2017.0,25393.0,2847.0,4020.0,2206.0,8141.0,38946.0,336390
006972,2017.0,6130.235,751.054,843.943,515.584,940.339,4494.331,333991
006994,2017.0,1607.8,28.5,67.4,9.4,294.9,1581.3,333923
007017,2017.0,22012.0,-525.0,2093.0,-5723.0,17665.0,4373.0,2111
007022,2017.0,1017.797,75.595,127.471,64.996,860.064,622.714,512131
007034,2017.0,1.019,0.723,0.723,0.752,0.0,0.92,533110
007063,2017.0,11693.0,698.0,,564.0,,5423.0,531120
007063,2017.0,11693.0,,,,,,531120
007065,2017.0,20429.0,2914.0,3395.0,1492.0,712.0,14024.0,524210
007085,2017.0,5488.0,1173.0,1292.0,533.0,1129.0,7644.0,332913
007092,2017.0,57.807,-11.188,-9.767,28.381,1.726,27.647,531
007095,2017.0,0.196,-5.913,-5.912,-7.316,0.003,0.0,325414
007114,2017.0,59238.682,3777.798,6483.297,2222.599,12938.474,75161.62,335
007116,2017.0,6238.503,-167.099,96.992,-1053.836,785.285,4924.951,339930
007117,2017.0,44.801,11.09,12.846,10.9,30.679,24.377,237210
007117,2017.0,44.801,,,,30.679,,237210
007124,2017.0,205.379,-28.499,-18.919,-43.129,28.044,130.368,335311
007138,2017.0,64.849,3.177,4.86,1.926,49.484,19.55,531120
007146,2017.0,10385.8,787.6,903.6,479.0,809.1,4834.1,311942
007152,2017.0,3222.82,331.406,424.406,178.546,1665.814,2984.768,541330
007154,2017.0,33803.7,8389.5,9617.0,5192.3,22448.3,22820.4,722513
007161,2017.0,1147.854,96.379,174.795,153.92,981.49,462.034,532420
007163,2017.0,9425.0,2751.0,2931.0,1496.0,275.0,6063.0,561450
007171,2017.0,60381.0,3105.0,3911.0,67.0,2464.0,208357.0,424210
007179,2017.0,81.641,7.822,9.033,5.083,7.391,104.316,31621
007183,2017.0,6.202,0.986,1.067,0.582,0.184,7.061,334519
007185,2017.0,142.893,10.236,11.364,8.418,5.722,80.608,333994
007228,2017.0,91393.0,6973.0,9617.0,3104.0,4604.0,29953.0,334510
007232,2017.0,17.806,-1.383,1.536,-3.52,6.856,13.871,511210
007241,2017.0,95131.0,10044.0,12523.0,6622.0,10292.0,184765.0,621
007257,2017.0,87872.0,8148.0,12725.0,2394.0,12439.0,40122.0,325412
007260,2017.0,2729.623,295.015,348.907,188.928,189.866,1713.361,511120
007275,2017.0,164.101,18.95,28.421,-2.962,23.593,96.179,334513
007277,2017.0,3.78,2.928,2.928,2.938,0.0,3.029,533110
007279,2017.0,26.123,33.403,33.403,33.496,0.0,34.475,523910
007291,2017.0,915.9,125.1,153.2,57.2,162.2,908.3,334417
007295,2017.0,57.135,5.909,6.485,3.167,1.272,93.978,423850
007302,2017.0,3021.0,240.0,302.0,97.0,1779.0,837.0,22111
007309,2017.0,10.401,-0.231,0.68,-0.321,8.879,2.705,211120
007315,2017.0,6.025,2.667,2.782,2.157,0.347,13.11,523120
007316,2017.0,2300.215,735.39,854.302,390.498,420.02,5361.96,451120
007343,2017.0,35336.0,5989.0,9855.0,5089.0,19431.0,20322.0,334413
007344,2017.0,25.254,1.6,1.893,1.406,3.804,19.725,334413
007346,2017.0,4323.1,295.4,535.8,176.3,197.6,1811.8,334413
007350,2017.0,1.831,-0.253,-0.172,-0.264,0.326,3.037,334220
007365,2017.0,3938.887,160.793,341.907,78.596,2018.562,633.458,221113
007366,2017.0,46707.149,1781.784,3577.447,425.353,29664.36,11074.481,22111
007368,2017.0,661.14,38.62,52.542,22.809,557.24,130.775,221310
007389,2017.0,3.159,0.457,0.502,0.236,0.123,7.196,334519
007401,2017.0,1479.5,197.0,257.9,128.1,331.4,2381.2,3372
007402,2017.0,2.322,0.219,0.231,0.115,0.255,0.622,531120
007420,2017.0,1684.826,196.761,234.195,26.027,157.014,1196.809,339113
007422,2017.0,840.347,18.598,70.512,24.362,495.181,283.646,211130
007435,2017.0,37987.0,7333.0,8877.0,4858.0,8866.0,31657.0,322220
007437,2017.0,5080.0,229.1,406.6,172.2,3822.4,1419.3,221111
007449,2017.0,3879.375,221.074,364.553,110.032,3128.483,1198.229,2211
007450,2017.0,4866.0,220.0,381.0,-2588.0,3532.0,1187.0,22111
007471,2017.0,106465.726,2000.112,3839.538,3940.48,18068.267,46065.434,42
007486,2017.0,1573.4,115.0,191.7,22.2,504.3,2103.1,336390
007512,2017.0,204.282,26.89,41.719,21.703,85.366,168.08,327310
007525,2017.0,1443.038,,,,,,531120
007525,2017.0,1443.038,66.025,66.995,40.271,,122.789,531120
007526,2017.0,935.251,36.928,67.628,-8.165,61.585,277.743,325413
007533,2017.0,4321.0,185.0,314.0,69.0,3732.0,1619.0,2211
007549,2017.0,3090.592,230.735,320.616,141.28,522.991,2497.524,336413
007585,2017.0,8208.0,1335.0,1678.0,-155.0,856.0,6380.0,334220
007590,2017.0,2697.8,158.8,229.1,67.5,2295.9,947.0,221210
007620,2017.0,9860.942,239.845,1301.93,-311.789,8220.031,2097.695,2111
007632,2017.0,133.209,12.996,18.301,-1.653,97.076,69.005,721110
007636,2017.0,355.942,31.929,60.259,-9.889,83.904,547.043,326199
007637,2017.0,35806.3,1951.7,3602.1,696.0,2339.1,11907.7,325412
007647,2017.0,2281234.0,44663.0,46766.0,18232.0,9247.0,100417.0,522110
007647,2017.0,2281234.0,,,,9247.0,,522110
007648,2017.0,7654.0,710.0,1056.0,232.0,341.0,6516.0,511210
007658,2017.0,551.616,0.322,4.056,116.1,32.526,112.035,332991
007662,2017.0,5.223,-1.482,-1.295,-1.466,0.351,5.564,325413
007682,2017.0,309.699,44.41,51.33,30.202,44.81,258.621,334519
007685,2017.0,70.862,6.378,7.739,5.599,6.543,87.374,334290
007696,2017.0,80.091,27.1,28.452,2.63,6.642,104.201,311612
007733,2017.0,6103.32,552.845,777.04,283.482,4674.074,1579.881,221210
007741,2017.0,1096.526,59.0,101.652,56.205,549.319,966.996,623311
007750,2017.0,23385.0,1389.0,2259.0,-704.0,7030.0,19179.0,622110
007759,2017.0,365.007,29.291,35.891,12.891,5.123,510.508,611430
007762,2017.0,411.873,61.704,71.543,52.959,45.168,333.633,33299
007767,2017.0,36.364,-7.223,-7.168,-9.218,35.144,0.0,212
007769,2017.0,26690.204,1005.048,1012.979,455.186,116.031,1077.357,522298
007770,2017.0,1136.505,63.734,84.15,39.62,150.566,1319.099,311710
007799,2017.0,195.195,1.387,10.021,-12.942,69.106,342.029,325412
007841,2017.0,13.821,-0.278,-0.086,0.012,0.437,13.385,561450
007849,2017.0,3928.507,167.044,248.885,132.065,2609.741,2268.617,221210
007851,2017.0,1497.836,95.116,148.061,44.553,979.313,716.07,22111
007863,2017.0,112.3,9.46,19.113,9.954,41.951,46.889,517311
007866,2017.0,2099.78,187.508,249.379,4.296,640.939,1675.639,511110
007875,2017.0,33135.5,1772.1,2408.1,2748.8,1707.5,14742.2,3399
007881,2017.0,20563.0,1309.0,2735.0,-98.0,12267.0,7348.0,212221
007882,2017.0,902.716,31.726,71.483,-6.148,315.32,747.763,424690
007906,2017.0,22536.0,4445.0,5192.0,1933.0,4454.0,36397.0,316210
007908,2017.0,204103.297,16996.347,29608.616,8565.866,92477.336,111107.223,517311
007911,2017.0,54.148,4.355,4.469,3.31,4.305,37.543,321991
007912,2017.0,21476.0,113.0,2228.0,-1118.0,17502.0,4060.0,2111
007914,2017.0,18.885,2.944,3.185,-3.385,2.301,9.838,533110
007921,2017.0,3414.539,478.429,569.283,295.802,346.411,2066.982,333999
007922,2017.0,8115.0,942.0,1608.0,437.0,3939.0,15478.0,448140
007923,2017.0,35711.0,3435.0,4490.0,5404.0,30330.0,10551.0,482111
007938,2017.0,389.552,-33.677,-18.161,30.337,120.068,104.778,212111
007951,2017.0,645.38,62.785,76.585,-15.225,24.671,567.953,334519
007959,2017.0,2.126,7.022,7.022,7.026,0.0,7.762,533110
007965,2017.0,522.7,26.2,40.9,13.4,386.0,186.1,221210
