gvkey,fyear,at,ebit,ebitda,ni,ppent,sale,naics
029364,2017.0,,,,,,,525910
029375,2017.0,469.697,136.222,143.96,88.5,29.363,351.575,334118
029378,2017.0,1671.999,-196.195,-140.263,-188.724,200.954,3072.339,492110
029382,2017.0,1057.161,171.978,192.383,117.948,71.498,1560.357,316210
029383,2017.0,77.033,2.04,2.04,-1.181,0.0,4.804,999988
029389,2017.0,32257.638,,,,0.0,,531120
029389,2017.0,32257.638,3202.61,,1947.962,,5938.91,531120
029392,2017.0,15999.0,1652.0,2236.0,1384.0,5607.0,9549.0,325
029399,2017.0,,,,,,,525990
029405,2017.0,,,,,,,525910
029412,2017.0,,,,,,,525990
029417,2017.0,,,,,,,525910
029418,2017.0,6.124,-4.329,-4.268,-5.377,0.242,0.352,334510
029421,2017.0,,,,,,,525910
029430,2017.0,,,,,,,525910
029442,2017.0,0.444,-0.043,-0.042,-0.043,0.003,0.013,115112
029449,2017.0,138.207,11.642,17.277,9.21,53.652,147.843,326140
029453,2017.0,27906.0,1413.0,1769.0,-393.0,23978.0,5601.0,211130
029455,2017.0,,,,,,,525990
029466,2017.0,355.993,3.34,3.888,-0.563,7.751,10.875,522110
029466,2017.0,355.993,,,,7.751,,522110
029471,2017.0,0.063,-0.788,-0.788,-0.788,0.0,0.0,212221
029473,2017.0,403.698,-0.781,-0.781,1.425,0.0,0.0,999990
029476,2017.0,76.295,-11.098,-9.106,-18.45,0.062,42.864,325412
029478,2017.0,1542.219,96.662,133.329,47.165,85.102,1114.93,333999
029499,2017.0,277.815,,,,8.454,,522120
029499,2017.0,277.815,5.256,5.784,1.365,8.454,13.679,522120
029508,2017.0,1426.458,13.119,14.546,3.229,12.959,43.427,522110
029508,2017.0,1426.458,,,,12.959,,522110
029510,2017.0,,,,,,,525910
029512,2017.0,,,,,,,525910
029513,2017.0,373.618,,,,7.61,,522120
029513,2017.0,373.618,7.304,7.304,2.059,7.61,18.067,522120
029517,2017.0,145.929,39.632,43.841,27.721,18.611,301.563,311999
029518,2017.0,,,,,,,525910
029519,2017.0,,,,,,,525910
029520,2017.0,,,,,,,525910
029521,2017.0,,,,,,,525910
029524,2017.0,1043.116,26.447,185.727,-36.141,468.0,1542.081,213112
029535,2017.0,,,,,,,525910
029537,2017.0,1296.517,-24.487,-11.236,-15.005,137.617,1244.737,519130
029538,2017.0,,,,,,,525910
029551,2017.0,,,,,,,525910
029552,2017.0,5865.075,178.828,184.414,57.258,30.221,424.659,531110
029552,2017.0,5865.075,,,,30.221,,531110
029555,2017.0,2994.015,219.978,292.31,116.041,2274.548,887.588,221210
029558,2017.0,9.443,-6.869,-6.804,-7.492,0.288,20.244,561311
029565,2017.0,1103.428,-348.873,-237.451,-451.934,1038.947,267.312,211120
029567,2017.0,,,,,,,525910
029568,2017.0,,,,,,,525910
029569,2017.0,178.418,-48.379,-41.842,-61.329,3.712,188.119,561510
029573,2017.0,,,,,,,525910
029576,2017.0,376.988,22.006,22.549,15.991,5.877,189.14,524126
029576,2017.0,376.988,,,,5.877,,524126
029598,2017.0,152.335,1.305,2.052,0.708,3.504,48.178,524126
029602,2017.0,106.154,-3.201,-1.072,-5.897,38.622,16.687,325412
029609,2017.0,2931.104,194.762,253.988,67.43,370.511,2853.111,311
029614,2017.0,611.955,-20.358,23.266,-21.0,514.103,217.891,212221
029621,2017.0,281.298,-17.782,-9.576,-25.827,18.555,436.62,518210
029636,2017.0,76.312,-8.951,-7.691,-27.879,1.915,33.647,335312
029649,2017.0,11491.919,387.179,,328.379,,1541.4,531110
029649,2017.0,11491.919,,,,0.0,,531110
029665,2017.0,,,,,,,525910
029666,2017.0,219.023,1.961,34.398,-49.114,43.485,122.544,512110
029670,2017.0,148.098,-15.893,-12.334,-15.417,115.451,61.036,212112
029675,2017.0,23.033,-0.3,-0.223,-0.293,21.411,0.0,2111
029680,2017.0,1356.368,-7.283,96.166,-16.816,474.109,692.491,213112
029681,2017.0,,,,,,,525910
029684,2017.0,296.66,-19.215,-14.793,-16.443,16.151,71.644,325414
029687,2017.0,109.061,-22.439,-12.722,-27.292,6.885,64.31,339112
029692,2017.0,292.159,8.909,20.635,5.622,97.208,384.886,331210
029698,2017.0,161.23,3.429,8.982,-3.242,35.289,278.132,334412
029705,2017.0,358.8,11.193,28.796,5.562,68.059,610.53,339950
029714,2017.0,6.288,0.159,0.322,-1.206,0.072,9.15,541613
029718,2017.0,135.235,-67.464,-67.394,-66.926,0.323,0.016,325414
029721,2017.0,13.018,0.384,0.403,0.193,1.06,4.279,541611
029722,2017.0,185.199,-4.764,-1.283,-3.003,3.184,124.753,334220
029724,2017.0,,,,,,,525990
029733,2017.0,8992.511,709.812,1003.798,713.342,3592.813,3965.594,212313
029734,2017.0,2073.407,115.361,178.733,122.228,1146.458,533.549,532490
029736,2017.0,2868.769,686.382,852.216,422.599,1044.503,7256.382,453998
029744,2017.0,,,,,,,525990
029751,2017.0,7750.772,678.254,872.854,54.85,2493.31,3071.976,325180
029752,2017.0,0.032,-0.309,-0.309,-0.309,0.013,0.041,523110
029755,2017.0,2220.995,64.838,78.847,31.813,17.566,1916.278,236117
029758,2017.0,0.356,-1.493,-1.237,-2.774,0.015,0.0,511210
029760,2017.0,295.291,2.049,17.709,1.218,282.381,30.664,2111
029762,2017.0,116.398,2.895,6.936,3.834,9.276,98.723,333318
029769,2017.0,91.336,9.283,14.558,-0.947,64.935,23.391,2111
029770,2017.0,,,,,,,525910
029771,2017.0,,,,,,,525910
029787,2017.0,,,,,,,525910
029789,2017.0,3254.776,185.23,270.063,85.121,111.375,3869.748,541330
029790,2017.0,,,,,,,525910
029794,2017.0,,,,,,,525910
029804,2017.0,31668.8,,,,490.7,,523920
029804,2017.0,31668.8,1382.7,1499.5,1127.3,490.7,5160.3,523920
029817,2017.0,216.765,,,,1.835,,522120
029817,2017.0,216.765,3.351,3.549,0.569,1.835,10.676,522120
029819,2017.0,1618.3,488.5,503.0,355.6,24.0,1168.5,325414
029820,2017.0,6.201,-2.271,-2.27,-2.383,2.711,0.0,212399
029830,2017.0,25089.0,1137.5,2249.6,708.2,9118.3,14859.7,322211
029835,2017.0,1354.177,70.075,146.925,82.48,151.408,2060.902,423310
029837,2017.0,178.259,-55.911,-55.207,-65.782,9.546,25.186,325414
029839,2017.0,124.993,15.454,23.505,10.205,94.868,56.289,2211
029842,2017.0,,,,,,,525910
029848,2017.0,,,,,,,525910
029850,2017.0,15133.792,846.739,1816.262,230.377,4364.664,4800.236,515120
029855,2017.0,2159.069,50.157,53.296,22.711,22.286,104.578,522110
029855,2017.0,2159.069,,,,22.286,,522110
029868,2017.0,9605.862,306.597,,146.13,,1079.208,531120
029868,2017.0,9605.862,,,,0.0,,531120
029870,2017.0,604.158,24.986,42.464,18.963,147.648,1330.696,423510
029875,2017.0,18414.821,853.647,,876.921,,2225.877,531110
029875,2017.0,18414.821,,,,0.0,,531110
029888,2017.0,,,,,,,525910
029894,2017.0,1475.003,34.195,86.601,163.052,259.28,619.793,332991
029901,2017.0,1982.501,482.564,539.564,394.227,944.056,1447.981,425120
029910,2017.0,1718.303,94.706,119.674,69.246,56.566,3568.186,423430
029912,2017.0,,,,,,,525990
029914,2017.0,29.062,-31.568,-31.52,-29.727,0.135,0.0,325414
029917,2017.0,526.374,,,,6.972,,522110
029917,2017.0,526.374,8.427,8.427,3.419,6.972,21.063,522110
029921,2017.0,170.234,-5.868,0.2,-53.907,1.603,152.312,335122
029930,2017.0,494.497,51.724,56.232,16.316,28.322,428.072,336320
029941,2017.0,,,,,,,525910
029944,2017.0,595.226,,,,14.665,,522110
029944,2017.0,595.226,16.722,17.59,6.131,14.665,32.072,522110
029945,2017.0,,,,,,,525910
029946,2017.0,929.454,,,,20.824,,522110
029946,2017.0,929.454,19.184,21.472,4.369,20.824,44.931,522110
029947,2017.0,,,,,,,525910
029951,2017.0,319.739,-0.217,3.482,0.52,20.026,311.974,333111
029955,2017.0,37497.0,543.0,3401.0,2404.0,1403.0,8724.0,325412
029956,2017.0,,,,,,,525910
029962,2017.0,339.031,11.92,18.388,6.595,269.307,121.309,111320
029964,2017.0,83.403,5.526,10.127,3.626,24.933,80.602,339999
029968,2017.0,4296.1,282.5,512.5,6.2,1986.2,6080.5,331110
029970,2017.0,,,,,,,525910
029972,2017.0,,,,,,,525910
029975,2017.0,,,,,,,525910
029977,2017.0,,,,,,,525910
029984,2017.0,29481.075,1033.364,,1652.325,,2880.432,531120
029984,2017.0,29481.075,,,,0.0,,531120
029985,2017.0,3880.9,232.3,369.0,97.0,212.6,3417.3,541330
029986,2017.0,,,,,,,525910
029987,2017.0,,,,,,,525910
029991,2017.0,,,,,,,525990
029994,2017.0,2841.539,63.595,63.595,26.684,38.266,129.891,522110
029994,2017.0,2841.539,,,,38.266,,522110
030002,2017.0,,,,,,,525990
030004,2017.0,18683.638,190.206,202.157,-105.337,16.595,1054.456,531110
030007,2017.0,264.968,2.793,3.604,-30.511,0.542,65.373,325412
030010,2017.0,40.638,-0.992,-0.454,-1.528,0.53,18.248,722511
030024,2017.0,9465.0,430.0,1291.0,85.0,2880.0,4133.0,517312
030030,2017.0,162.614,20.784,24.583,21.714,4.121,125.69,334118
030032,2017.0,2368.003,297.551,411.566,256.632,1595.299,1386.52,327420
030033,2017.0,,,,,,,525910
030038,2017.0,,,,,,,525910
030039,2017.0,,,,,,,525910
030040,2017.0,,,,,,,525910
030045,2017.0,,,,,,,525910
030046,2017.0,,,,,,,525910
030048,2017.0,,,,,,,525910
030055,2017.0,1707.712,,,,54.167,,522120
030055,2017.0,1707.712,27.847,31.74,15.552,54.167,72.27,522120
030059,2017.0,1816.313,315.117,478.637,204.163,724.239,3795.549,4481
030062,2017.0,,,,,,,525910
030067,2017.0,1494.634,,,,0.0,,531120
030067,2017.0,1494.634,62.384,,58.112,,116.555,531120
030075,2017.0,3974.965,104.041,622.695,62.258,3630.243,1024.362,211120
030076,2017.0,293.795,,,,4.782,,5239
030076,2017.0,293.795,125.683,127.574,17.341,4.782,244.033,5239
030082,2017.0,1081.915,21.272,21.272,7.946,8.649,48.6,522110
030082,2017.0,1081.915,,,,8.649,,522110
030091,2017.0,3421.566,-3485.576,-3424.288,-3445.066,166.762,824.949,519130
030092,2017.0,0.673,-0.286,-0.259,-0.284,0.056,0.181,325620
030098,2017.0,4621.2,150.4,324.2,18.4,363.2,2375.4,333912
030114,2017.0,,,,,,,525910
030118,2017.0,,,,,,,525990
030125,2017.0,,,,,,,525910
030126,2017.0,,,,,,,525910
030129,2017.0,,,,,,,525910
030133,2017.0,,,,,,,525910
030137,2017.0,508.866,-44.361,-31.761,-96.692,47.463,307.711,325412
030140,2017.0,1031.844,20.777,21.876,8.009,23.279,45.54,522110
030140,2017.0,1031.844,,,,23.279,,522110
030145,2017.0,719.032,70.721,126.349,12.613,470.91,981.865,213112
030146,2017.0,784.856,24.165,69.318,-39.44,53.96,483.694,523120
030146,2017.0,784.856,,,,53.96,,523120
030147,2017.0,,,,,,,525910
030170,2017.0,13715.855,564.688,1077.76,428.534,2239.506,25441.131,334412
030175,2017.0,167.569,6.707,17.609,-4.827,69.204,574.794,623110
030182,2017.0,,,,,,,525910
030190,2017.0,,,,,,,525910
030196,2017.0,,,,,,,525910
030201,2017.0,,,,,,,525910
030202,2017.0,18.341,-3.779,-3.775,-3.827,3.503,0.0,212
030209,2017.0,9.55,1.207,1.307,2.041,0.633,17.743,334413
030211,2017.0,,,,,,,525910
030217,2017.0,53.073,3.504,6.593,2.545,23.027,42.967,333511
030218,2017.0,58249.182,1665.739,1792.279,915.114,394.381,4119.048,522110
030218,2017.0,58249.182,,,,394.381,,522110
030220,2017.0,57.155,-10.184,-6.3,-10.822,15.574,82.294,336350
030222,2017.0,7856.203,,,,117.738,,522110
030222,2017.0,7856.203,199.005,212.133,73.548,117.738,398.804,522110
030223,2017.0,67.495,5.525,5.553,4.861,0.502,6.996,525990
030232,2017.0,,,,,,,525990
030236,2017.0,11.138,-10.356,-9.982,-12.838,0.816,0.115,325414
030241,2017.0,276.823,-160.975,-160.496,-231.459,115.856,5.441,211120
030242,2017.0,0.987,-5.543,-3.232,-0.469,0.0,4.159,21222
030259,2017.0,5234.812,547.395,814.457,473.463,2756.669,3147.97,713290
030260,2017.0,1037.523,139.007,172.507,92.617,273.02,977.025,332510
030262,2017.0,48.942,-1.384,0.479,-0.791,17.819,136.689,445110
030276,2017.0,0.004,-0.646,-0.646,-1.598,0.0,0.0,325193
030280,2017.0,20.599,-4.639,-3.95,-5.041,0.648,22.136,518210
030281,2017.0,119.539,-115.427,-114.159,-114.803,24.568,0.0,325414
030284,2017.0,852.103,183.755,265.228,168.501,494.776,1489.855,213112
030288,2017.0,,,,,,,525910
030292,2017.0,,,,,,,525910
030293,2017.0,12495.706,554.071,,433.059,,1471.448,531110
030293,2017.0,12495.706,,,,0.0,,531110
030297,2017.0,,,,,,,525910
030298,2017.0,4623.791,206.637,,185.365,,712.45,531120
030298,2017.0,4623.791,,,,0.0,,531120
030311,2017.0,52.481,-26.532,-26.224,-26.512,0.563,4.003,325414
030312,2017.0,866.612,48.325,82.559,2.344,276.781,380.767,333316
030339,2017.0,1.477,-0.977,-0.951,-0.965,0.875,0.0,212221
030354,2017.0,6439.757,261.577,,282.34,,744.711,531120
030354,2017.0,6439.757,,,,0.0,,531120
030360,2017.0,,,,,,,525910
030362,2017.0,,,,,,,525910
030366,2017.0,,,,,,,525910
030367,2017.0,,,,,,,525910
030369,2017.0,4550.732,785.733,799.626,499.927,43.241,2086.346,523930
030369,2017.0,4550.732,,,,43.241,,523930
030384,2017.0,2941.062,138.465,145.86,201.456,,396.402,531120
030384,2017.0,2941.062,,,,0.0,,531120
030385,2017.0,107.24,4.715,23.799,-3.082,63.853,103.215,212221
030395,2017.0,,,,,,,525910
030397,2017.0,993.315,436.274,513.521,455.046,666.749,1169.092,21211
030398,2017.0,13.215,0.862,1.892,1.052,0.636,25.16,541512
030401,2017.0,452.017,-26.504,-16.897,-51.25,22.052,570.335,454110
030407,2017.0,,,,,,,525910
030408,2017.0,,,,,,,525910
030416,2017.0,722.685,,,,8.226,,522120
030416,2017.0,722.685,13.382,14.985,4.404,8.226,35.334,522120
030421,2017.0,1785.98,206.051,239.255,167.889,472.041,1886.142,321
030428,2017.0,1041.979,-2.379,-2.379,1.893,0.0,0.0,211120
030432,2017.0,0.589,-2.856,-2.771,-5.35,0.272,0.216,2111
030433,2017.0,,,,,,,525910
030435,2017.0,597.557,74.892,110.492,55.365,118.42,698.145,448120
030436,2017.0,3438.761,388.169,549.599,191.601,1072.754,3006.277,312111
030443,2017.0,2766.9,158.4,237.5,120.8,1328.3,4085.9,111339
030449,2017.0,24.575,-4.451,-3.993,-5.171,1.581,5.441,325414
030452,2017.0,365711.095,36154.861,37987.122,4425.517,2338.29,75773.255,522110
030452,2017.0,365711.095,,,,2338.29,,522110
030457,2017.0,,,,,,,525910
030463,2017.0,2397.705,250.692,313.092,116.067,743.962,2169.164,336510
030472,2017.0,,,,,,,525910
030473,2017.0,30.395,-1.914,-1.901,-0.942,15.778,0.0,212
030477,2017.0,2244.649,147.56,215.541,74.368,235.533,1515.608,323111
030490,2017.0,6079.04,202.315,,315.774,,1013.769,531110
030490,2017.0,6079.04,,,,,,531110
030501,2017.0,409197.531,14095.442,14611.024,3102.282,3936.311,22396.332,522110
030501,2017.0,409197.531,,,,3936.311,,522110
030529,2017.0,,,,,,,525990
030535,2017.0,492.596,-79.795,-75.962,-79.98,6.791,296.456,519130
030536,2017.0,4226.908,267.344,390.944,146.241,2078.123,2263.42,531120
030538,2017.0,5779.556,754.237,945.028,680.406,4533.621,2658.408,2211
030547,2017.0,287.06,28.909,35.544,7.301,151.163,67.395,532412
030551,2017.0,327.127,-0.875,-0.875,0.758,0.0,0.0,999990
030554,2017.0,2433.21,304.894,321.39,211.15,193.727,661.913,325412
030558,2017.0,317.238,31.54,37.687,23.016,77.628,615.101,336211
030560,2017.0,548.438,138.128,152.332,96.055,60.172,591.181,315
030571,2017.0,11178.056,867.989,1602.533,64.919,3375.778,9189.617,332431
030572,2017.0,0.396,-1.981,-1.971,-2.135,0.364,0.0,212299
030573,2017.0,0.664,-0.151,-0.151,-0.133,0.435,0.0,212
030576,2017.0,669.094,38.019,53.711,23.84,85.079,666.9,334210
030580,2017.0,433250.506,,,,2221.853,,522110
030580,2017.0,433250.506,15145.677,20336.945,7216.871,2221.853,57342.169,522110
030582,2017.0,77864.09,,,,1305.589,,522110
030582,2017.0,77864.09,181.532,300.55,-532.575,1305.589,2251.72,522110
030588,2017.0,,,,,,,525990
030612,2017.0,813.482,121.716,138.839,30.301,31.122,1540.186,621610
030614,2017.0,22.151,-9.434,-8.753,-11.267,1.097,19.846,335122
030620,2017.0,379.723,-0.646,-0.646,-0.187,0.0,0.0,999990
030622,2017.0,203.489,-66.64,-61.517,-66.565,11.438,170.201,519130
030636,2017.0,,,,,,,525910
030637,2017.0,4957.885,,,,0.0,,531120
030637,2017.0,4957.885,102.032,,5.234,,612.885,531120
030642,2017.0,,,,,,,525910
030647,2017.0,852.08,12.877,14.146,4.147,35.358,34.293,522110
030647,2017.0,852.08,,,,35.358,,522110
030650,2017.0,,,,,,,525910
030651,2017.0,4958.225,134.713,436.813,128.468,1645.822,3662.251,311613
030655,2017.0,291.416,-17.109,-13.584,-17.499,7.492,131.607,519130
030658,2017.0,,,,,,,525910
030662,2017.0,8329.374,1686.886,1985.488,647.908,1462.766,5425.129,515112
030664,2017.0,56.179,-0.566,0.026,-12.418,5.85,4.097,325412
030666,2017.0,59.695,3.637,5.182,2.994,29.208,20.854,312130
030671,2017.0,7751.0,648.1,866.5,613.4,1656.3,9721.0,423510
030683,2017.0,,,,,,,525990
030701,2017.0,14.069,0.647,0.814,-4.687,0.268,17.395,561599
030714,2017.0,199.424,7.902,13.616,5.195,13.663,580.275,423690
030721,2017.0,,,,,,,525910
030736,2017.0,367.397,-115.248,-108.348,-114.359,12.54,259.99,519130
030739,2017.0,,,,,,,525910
030741,2017.0,,,,,,,525910
030747,2017.0,60954.692,1411.461,4530.701,242.816,43700.428,23221.052,2211
030749,2017.0,4.873,-5.204,-5.189,-6.768,0.046,4.186,515120
030761,2017.0,,,,,,,525910
030762,2017.0,,,,,,,525910
030763,2017.0,,,,,,,525910
030766,2017.0,,,,,,,525910
030768,2017.0,,,,,,,525910
030771,2017.0,,,,,,,525990
030778,2017.0,1628.055,129.949,165.532,49.768,103.648,574.212,515120
030792,2017.0,,,,,,,525910
030793,2017.0,,,,,,,525910
030798,2017.0,,,,,,,525910
030801,2017.0,,,,,,,525910
030804,2017.0,,,,,,,525910
030806,2017.0,11682.416,802.451,1468.191,327.667,5843.649,3544.323,322110
030808,2017.0,,,,,,,525910
030810,2017.0,,,,,,,525910
030822,2017.0,14058.166,,,,6.074,,531120
030822,2017.0,14058.166,574.303,,318.798,6.074,1215.768,531120
030825,2017.0,,,,,,,525910
030830,2017.0,92.073,-37.629,-37.337,-38.929,1.217,0.041,325414
030838,2017.0,731.999,256.309,275.506,149.607,347.088,655.931,211130
030847,2017.0,1379.75,-18.494,48.141,-39.981,199.951,668.362,334118
030851,2017.0,,,,,,,525910
030852,2017.0,,,,,,,525910
030853,2017.0,,,,,,,525910
030857,2017.0,693.91,15.386,16.283,5.354,2.97,38.718,522120
030857,2017.0,693.91,,,,2.97,,522120
030861,2017.0,7683.442,231.647,438.752,484.292,2384.221,2425.453,484121
030870,2017.0,247.942,216.02,222.425,162.196,13.4,482.942,511210
030874,2017.0,170306.836,4191.582,13340.644,1216.691,141352.44,55588.139,2211
030877,2017.0,649.668,32.18,104.602,55.439,464.072,705.007,484121
030878,2017.0,,,,,,,525910
030881,2017.0,,,,,,,525910
030885,2017.0,,,,,,,525910
030886,2017.0,,,,,,,525910
030888,2017.0,4576.858,,,,88.463,,522110
030888,2017.0,4576.858,137.662,143.395,39.796,88.463,291.93,522110
030890,2017.0,,,,,,,525910
030894,2017.0,175.586,-0.676,-0.676,0.298,0.0,0.0,999990
030899,2017.0,321.444,22.285,25.664,11.157,30.461,140.38,423740
030922,2017.0,554.943,-0.89,-0.89,1.554,0.0,0.0,999990
030923,2017.0,28263.7,1258.5,1873.2,113.3,3871.5,15056.9,237120
030926,2017.0,,,,,,,525910
030927,2017.0,1750.657,93.476,172.158,65.509,916.14,1138.489,484121
030929,2017.0,,,,,,,525910
030932,2017.0,9363.934,,,,151.944,,522120
030932,2017.0,9363.934,206.073,225.237,94.467,151.944,452.15,522120
030944,2017.0,467.957,13.929,32.513,-8.515,351.395,289.498,327999
030962,2017.0,10948.926,233.581,247.216,102.353,63.432,495.641,522110
030962,2017.0,10948.926,,,,63.432,,522110
030963,2017.0,,,,,,,525910
030964,2017.0,12.669,4.145,4.365,0.152,0.45,60.808,334310
030970,2017.0,,,,,,,525910
030972,2017.0,,,,,,,525910
030973,2017.0,,,,,,,525910
030990,2017.0,365693.0,7083.0,7990.0,1982.0,4033.0,30089.0,522210
030990,2017.0,365693.0,,,,4033.0,,522210
030993,2017.0,,,,,,,525910
030995,2017.0,,,,,,,525910
030998,2017.0,1637.9,105.4,148.6,81.8,3.8,341.7,561920
030999,2017.0,641.137,-155.309,-143.741,-18.313,148.681,858.87,454110
031004,2017.0,689.158,-387.893,-375.791,-385.793,17.6,367.443,519130
031005,2017.0,463.913,11.484,39.135,2.102,23.651,201.634,333132
031006,2017.0,12.806,-7.154,-6.709,-17.144,0.104,8.363,713
031019,2017.0,,,,,,,525910
031028,2017.0,655.473,15.315,16.088,5.407,10.101,31.7,522110
031028,2017.0,655.473,,,,10.101,,522110
031029,2017.0,,,,,,,525910
031031,2017.0,,,,,,,525910
031056,2017.0,589.711,34.801,125.637,22.718,442.832,203.001,211120
031059,2017.0,131.955,-7.462,-4.723,-10.406,7.178,51.762,325414
031060,2017.0,137.528,-37.013,-34.682,-36.649,5.83,92.808,522291
031061,2017.0,75.55,-19.95,-19.743,-20.0,0.805,8.158,325414
031091,2017.0,88.558,-47.162,-46.909,-59.601,0.68,14.413,518210
031094,2017.0,146.888,-107.582,-107.547,-127.19,2.344,0.0,325412
031095,2017.0,242.98,1.315,,2.881,,55.643,531110
031099,2017.0,54.537,4.382,6.911,4.091,36.961,56.953,713290
031102,2017.0,10.003,-2.227,-2.227,123.741,0.0,0.0,325414
031108,2017.0,2978.355,-89.743,-88.643,73.235,29.656,139.431,237210
031109,2017.0,29.759,-41.134,-41.134,2.325,0.0,0.0,486210
031112,2017.0,89.458,-65.008,-64.928,-64.806,0.052,0.0,325414
031126,2017.0,,,,,,,525910
031137,2017.0,23960.181,1572.396,2787.429,903.153,2953.764,16784.342,515210
031142,2017.0,9681.0,1031.0,1681.0,802.0,3094.0,8347.0,334413
031146,2017.0,,,,,,,525910
031149,2017.0,,,,,,,525910
031151,2017.0,,,,,,,525910
031154,2017.0,0.152,-2.275,-2.269,-3.005,0.013,0.0,333611
031156,2017.0,476.982,7.817,43.908,6.863,432.615,76.236,211120
031170,2017.0,321.231,4.237,20.737,7.61,174.444,202.643,331110
031177,2017.0,159.628,-25.516,-25.153,-29.797,0.925,0.0,325412
031178,2017.0,533.845,82.648,117.061,57.718,336.378,553.22,213112
031183,2017.0,,,,,,,525910
031189,2017.0,84.726,2.398,5.2,1.885,64.135,54.108,713210
031196,2017.0,,,,,,,525910
031197,2017.0,,,,,,,525910
031198,2017.0,,,,,,,525910
031199,2017.0,,,,,,,525910
031205,2017.0,29967.209,2153.821,3012.907,2159.322,5942.718,23445.403,312111
031206,2017.0,,,,,,,525910
031208,2017.0,,,,,,,525910
031209,2017.0,,,,,,,525910
031214,2017.0,73.679,-18.242,-1.724,-21.069,22.9,48.276,334519
031218,2017.0,414.432,6.674,7.62,3.168,8.985,19.992,522110
031218,2017.0,414.432,,,,8.985,,522110
031227,2017.0,201.543,83.411,98.493,57.872,31.549,696.957,454110
031231,2017.0,,,,,,,525910
031232,2017.0,0.028,-0.086,-0.086,-0.086,0.0,0.0,999990
031236,2017.0,161.052,-31.811,-30.925,-31.007,2.663,176.737,519130
031249,2017.0,63.03,-13.942,-13.803,-46.425,0.603,10.739,325414
031251,2017.0,7394.893,82.405,82.405,59.062,0.0,100.833,525990
031252,2017.0,653.937,-1.052,-1.052,1.532,0.0,0.0,211120
031255,2017.0,1673.639,219.842,428.253,298.011,635.124,1387.31,334413
031264,2017.0,,,,,,,525910
031265,2017.0,1962.624,32.386,36.581,14.439,43.818,86.061,522110
031265,2017.0,1962.624,,,,43.818,,522110
031266,2017.0,226.563,-15.358,5.883,-24.014,4.239,302.976,45411
031290,2017.0,,,,,,,525910
031292,2017.0,115.121,5.314,9.957,1.709,13.797,123.34,333120
031294,2017.0,105.171,-60.968,-60.879,-60.121,0.51,0.0,325414
031295,2017.0,1234.837,37.887,108.94,-48.359,21.397,662.887,523930
031301,2017.0,20.892,-9.121,-9.099,-13.116,0.025,0.0,325414
031303,2017.0,,,,,,,525910
031304,2017.0,,,,,,,525910
031306,2017.0,,,,,,,525990
031317,2017.0,407.757,35.186,47.033,26.112,64.252,202.957,611110
031328,2017.0,211.103,-0.671,-0.671,0.453,0.0,0.0,999990
031331,2017.0,231.423,-4.215,-4.215,-2.864,0.0,0.0,213112
031337,2017.0,34.05,4.004,7.553,1.624,25.354,48.609,326199
031338,2017.0,49.491,-2.321,-2.31,-2.166,41.188,0.0,212234
031348,2017.0,9.168,-12.964,-12.899,-13.2,0.783,0.007,334510
031355,2017.0,,,,,,,525910
031358,2017.0,3075.452,66.656,68.952,28.37,28.679,131.374,522110
031358,2017.0,3075.452,,,,28.679,,522110
031360,2017.0,942.949,19.125,20.83,7.392,17.116,47.32,522110
031360,2017.0,942.949,,,,17.116,,522110
031364,2017.0,,,,,,,525910
031367,2017.0,,,,,,,525910
031368,2017.0,5210.485,112.848,125.702,54.66,26.655,242.736,522110
031368,2017.0,5210.485,,,,26.655,,522110
031370,2017.0,5.514,-0.113,-0.045,-0.738,0.303,7.963,622310
031382,2017.0,,,,,,,525910
031384,2017.0,1008.504,-94.712,-31.933,-32.901,689.833,173.783,483111
031385,2017.0,591.945,11.13,11.869,4.537,8.887,26.666,522110
031385,2017.0,591.945,,,,8.887,,522110
031386,2017.0,697.242,22.446,94.095,-45.106,77.982,211.955,339999
031399,2017.0,,,,,,,525910
031402,2017.0,24.746,5.074,5.321,3.9,0.1,12.541,523210
031405,2017.0,140.413,-109.908,-106.235,-131.17,9.651,38.043,325414
031418,2017.0,34.161,-3.99,-3.653,41.831,2.742,9.867,325412
031421,2017.0,488.36,8.967,9.806,-0.342,1.085,88.244,524126
031422,2017.0,,,,,,,
031424,2017.0,3229.955,190.388,258.619,146.615,587.74,2493.344,333618
031426,2017.0,,,,,,,
031442,2017.0,709.906,102.363,118.093,49.215,619.58,182.216,486
031453,2017.0,2685.651,195.242,237.841,90.683,75.252,6703.623,423430
031457,2017.0,36.198,-2.94,0.181,-9.98,11.596,22.863,519130
031460,2017.0,1420.781,-3.84,689.247,6.653,1155.917,2702.54,532210
031466,2017.0,2441.6,224.6,422.1,159.5,924.7,1188.1,517311
031471,2017.0,,,,,,,
031476,2017.0,,,,,,,
031477,2017.0,766.628,76.171,104.32,62.612,58.462,692.885,54171
031494,2017.0,480.028,56.448,89.687,-7.795,55.182,761.291,334413
031507,2017.0,578.859,-12.543,49.678,-67.682,259.039,543.66,213112
031509,2017.0,117.058,-0.344,-0.344,0.124,0.0,0.0,999990
031510,2017.0,,,,,,,
031516,2017.0,9.668,-2.199,-2.152,-4.943,0.078,1.821,325414
031519,2017.0,8763.3,-177.1,270.1,-194.4,7259.7,1803.8,212221
031521,2017.0,6243.4,104.4,114.2,6.4,38.7,29423.6,523130
